battery_id,cycle_index,discharge_num,capacity,ambient_temp,mean_discharge_voltage,min_discharge_voltage,max_temperature,mean_temperature,discharge_duration,soh,capacity_fade_rate,rul_warning,rul_eol
B0005,25,12,1.8142019357673917,24.0,3.559759220648976,2.64956413267546,38.52197451768004,32.36407129853099,3491.016,0.9772228539894279,0.010417616919058625,89,150.0
B0005,27,13,1.8137521577549054,24.0,3.558081969139198,2.5724981777366227,38.582485834057856,32.3181954403762,3470.281,0.9769805803238794,0.00044977801248635707,88,149.0
B0005,29,14,1.8134404914735822,24.0,3.555692244172496,2.5249886697730286,38.520294134873915,32.15709029211502,3470.0,0.9768127007692816,0.0003116662813231752,87,148.0
B0005,31,15,1.8025980036306504,24.0,3.562746818017503,2.694621861688723,38.21358592965045,32.04407000314609,3450.297,0.9709723768751647,0.010842487842931847,86,147.0
B0005,33,16,1.80210690024615,24.0,3.5614521756489204,2.64010141737067,38.1983618706913,31.931593674911532,3429.407,0.9707078432300706,0.0004911033845003132,85,146.0
B0005,35,17,1.802579500826209,24.0,3.5603420474985823,2.5739035098380962,38.31926916027133,31.941655359029298,3409.484,0.9709624103091467,-0.00047260058005904604,84,145.0
B0005,37,18,1.8030683142834096,24.0,3.5591189041401865,2.4942396831720126,38.4787542519308,31.965008645476725,3390.422,0.9712257104811376,-0.000488813457200532,83,144.0
B0005,39,19,1.8027776247196041,24.0,3.557886771846508,2.4556793246645583,38.54659017774874,31.966241678512723,3390.281,0.9710691300699019,0.0002906895638055129,82,143.0
B0005,42,20,1.8470259949329193,24.0,3.5520375235511907,2.632142800798914,38.44749852224995,32.37143341978575,3591.734,0.9949035873989017,-0.04424837021331518,81,142.0
B0005,46,21,1.847417311283644,24.0,3.5525668436897124,2.5027764692056795,38.992275791716615,32.70024990461686,3552.297,0.995114370594272,-0.00039131635072475746,80,141.0
B0005,50,22,1.8361774213478947,24.0,3.556794038327039,2.617507742871704,38.51424197364312,32.32266411829938,3531.578,0.9890599854098058,0.011239889935749314,79,140.0
B0005,54,23,1.8257807475776242,24.0,3.5614100044534203,2.694074478000972,38.165816144899125,31.98795810666763,3492.907,0.9834597999985366,0.010396673770270537,78,139.0
B0005,58,24,1.8251136435078368,24.0,3.5566107947817986,2.6237674644021887,38.16526203587147,31.894456524691385,3511.594,0.9831004632950897,0.0006671040697874275,77,138.0
B0005,62,25,1.8255815042203762,24.0,3.5586742170266272,2.5010798299873738,38.27549578575718,31.78039681801023,3431.9370000000054,0.9833524772367372,-0.0004678607125394585,76,137.0
B0005,66,26,1.8140311275083907,24.0,3.564103182686905,2.6849988185249796,37.982160799183106,31.688747146342205,3431.125,0.9771308478400268,0.011550376711985555,75,136.0
B0005,70,27,1.8147691941158939,24.0,3.559588063594272,2.547109116468133,38.11100191887773,31.596747992569153,3412.406,0.9775284086310274,-0.0007380666075031961,74,135.0
B0005,74,28,1.813969388710352,24.0,3.556833231052199,2.471314764334132,38.18831137948753,31.565586498787077,3410.688,0.9770975921350076,0.0007998054055418091,73,134.0
B0005,78,29,1.802765665167823,24.0,3.5624410850948944,2.6613903306108773,37.998541119085836,31.59124667045208,3410.718,0.9710626880376818,0.011203723542529076,72,133.0
B0005,82,30,1.804077040117352,24.0,3.5591407106855666,2.541762355407921,38.194201649765226,31.603485399391182,3392.719,0.9717690623092355,-0.0013113749495290428,71,132.0
B0005,86,31,1.8518025516704486,24.0,3.5573161327793144,2.628919415830567,38.45796400011448,31.91556385491565,3470.672,0.9974764875349146,-0.04772551155309657,70,131.0
B0005,90,32,1.8307038456739428,24.0,3.561870782772737,2.6312552691827045,38.49126351534004,32.081128118597164,3414.109,0.9861116348782737,0.021098705996505762,69,130.0
B0005,94,33,1.8199041089501267,24.0,3.5617586337260088,2.654880745360911,38.31473393357882,31.849792632896243,3395.219,0.9802943389447215,0.010799736723816178,68,129.0
B0005,98,34,1.8093079637028517,24.0,3.5597307651083123,2.6749688422803803,37.861934640176806,31.465690433362017,3386.0,0.9745867078945714,0.010596145247274924,67,128.0
B0005,102,35,1.80460990458052,24.0,3.5575937553540915,2.6159705726789904,37.90665575786083,31.40934895665031,3368.187,0.9720560906279802,0.004698059122331788,66,127.0
B0005,106,36,1.7993770651972192,24.0,3.5597237883937995,2.658447162110498,38.34003238560517,31.902247475518077,3368.266,0.9692374130950105,0.005232839383300769,65,126.0
B0005,110,37,1.7884432335370462,24.0,3.559061771422033,2.6979426084271156,38.0745950590744,31.649024294808623,3358.719,0.9633478867036308,0.010933831660173032,64,125.0
B0005,114,38,1.7829230484252723,24.0,3.557015527748059,2.6617272246516333,38.07252758016199,31.48874626238971,3339.5,0.9603744299218223,0.005520185111773879,63,124.0
B0005,118,39,1.7730337158018288,24.0,3.5562481933590964,2.699288287625812,37.80133585100446,31.329995610092634,3331.265,0.9550475246530081,0.009889332623443492,62,123.0
B0005,122,40,1.773037755078937,24.0,3.5532756526091784,2.6127932408838532,38.39873985476869,31.569551201845574,3321.188,0.9550497004162602,-4.039277108125461e-06,61,122.0
B0005,126,41,1.7678721106662054,24.0,3.556266431640255,2.6637064901468075,38.74929237918251,32.111426258867944,3321.844,0.9522672175646096,0.005165644412731485,60,121.0
B0005,130,42,1.7623150704093087,24.0,3.5563095420140822,2.6668454289754746,38.87275464755104,32.271676011112376,3311.828,0.9492739086983165,0.005557040256896739,59,120.0
B0005,134,43,1.7676172924938447,24.0,3.558950851054106,2.684431051981017,38.503541429116005,31.842291659678658,3327.391,0.9521299593373235,-0.005302222084536012,58,119.0
B0005,136,44,1.762668359743147,24.0,3.5534418211598053,2.645224362345869,38.27009094548294,31.759815453754253,3312.078,0.9494642085785509,0.004948932750697743,57,118.0
B0005,140,45,1.7517304870664143,24.0,3.5510121537420285,2.6603527244917,38.11684755251712,31.41911167391793,3293.172,0.9435725054869607,0.01093787267673263,56,117.0
B0005,144,46,1.7418496047960008,24.0,3.551317608213948,2.6926849789916263,38.04152715355532,31.331626572312267,3275.328,0.9382501520146926,0.009880882270413505,55,116.0
B0005,148,47,1.7360913511847138,24.0,3.549003180550162,2.670544734728978,38.17980302242767,31.35934131425137,3265.016,0.935148459244402,0.005758253611287012,54,115.0
B0005,150,48,1.7936240148573608,24.0,3.5597648340955175,2.605158060541757,40.71218198711114,34.31088483888259,3328.937,0.9661385230754256,-0.05753266367264698,53,114.0
B0005,154,49,1.7831890223273275,24.0,3.5623454342368555,2.672012007453096,39.885261233152924,33.43585640373788,3329.266,0.9605176972012408,0.010434992530033327,52,113.0
B0005,158,50,1.7673642076278957,24.0,3.558336657621618,2.674271233724938,39.18287352945846,32.66698125020078,3301.579,0.9519936347583842,0.015824814699431755,51,112.0
B0005,162,51,1.7570177850353066,24.0,3.554013138622869,2.6309416727017187,38.951564804030774,32.28423408691397,3283.563,0.9464205172265512,0.01034642259258911,50,111.0
B0005,166,52,1.7468706179837907,24.0,3.552376095886298,2.6629725743154204,38.607510759873634,32.00739178780946,3275.125,0.9409547290193551,0.01014716705151586,49,110.0
B0005,170,53,1.7417172507457144,24.0,3.549618661283733,2.612942119873717,38.920359903369054,32.06387071886056,3265.656,0.9381788592880077,0.005153367238076356,48,109.0
B0005,174,54,1.7364225056478186,24.0,3.54938103086703,2.6157198442661476,39.23273115358871,32.43754560319043,3266.093,0.9353268361401414,0.005294745097895737,47,108.0
B0005,178,55,1.7263217239235826,24.0,3.5472118680418956,2.6287695472774453,38.964927068400804,32.16809876635083,3257.594,0.92988603346571,0.010100781724236008,46,107.0
B0005,182,56,1.7158065389330133,24.0,3.5467052098640246,2.6655106679421823,38.83927283461771,32.05752645824972,3248.593,0.9242220117908766,0.01051518499056936,45,106.0
B0005,186,57,1.710533351135192,24.0,3.544629653883431,2.650495153350403,38.82796377704433,31.975920928072714,3238.766,0.9213816005181208,0.005273187797821377,44,105.0
B0005,190,58,1.706014499648521,24.0,3.5436291614253204,2.643236235233877,39.14007944734004,32.21689335291319,3240.14,0.9189475137389712,0.004518851486670972,43,104.0
B0005,194,59,1.7003110272642588,24.0,3.5444946147995258,2.656450207001938,39.349611598028886,32.55632993697177,3230.109,0.9158753289666399,0.005703472384262165,42,103.0
B0005,198,60,1.6945798601797895,24.0,3.5409201846556857,2.626177688152069,39.29444535878087,32.40048085325998,3229.7810000000027,0.9127882263985312,0.005731167084469302,41,102.0
B0005,202,61,1.6849029086609286,24.0,3.541195668799061,2.6582230344240045,39.10487658009542,32.29371860868794,3212.469,0.9075757205607075,0.009676951518860832,40,101.0
B0005,206,62,1.6744741591159717,24.0,3.540671044783382,2.695100237338448,39.0462609369598,32.136071448067796,3213.219,0.9019582574806932,0.010428749544956872,39,100.0
B0005,210,63,1.6745692479879102,24.0,3.5376048790268775,2.639091813583503,39.398032192832,32.38268549723498,3203.578,0.902009477257823,-9.50888719384313e-05,38,99.0
B0005,214,64,1.663716375981405,24.0,3.538422485261741,2.6857210282450983,39.10678394120843,32.30899951427637,3195.125,0.896163559916933,0.010852872006505088,37,98.0
B0005,216,65,1.659013868748246,24.0,3.53928626988912,2.69017866510873,39.44448954135193,32.56636929496716,3195.3129999999946,0.893630546668135,0.0047025072331590145,36,97.0
B0005,220,66,1.6538540573335014,24.0,3.533690170241391,2.639895313359579,39.509602016775695,32.46542951751835,3186.297,0.8908512057704355,0.005159811414744642,35,96.0
B0005,224,67,1.642653782130131,24.0,3.534367734544495,2.68991452927918,39.334865362245324,32.347056454418095,3176.438,0.8848181591266643,0.011200275203370413,34,95.0
B0005,228,68,1.6378578430223698,24.0,3.5312941932103548,2.65935818848874,39.43723270017243,32.371538940646154,3167.593,0.8822348186450748,0.004795939107761216,33,94.0
B0005,232,69,1.6327350407099108,24.0,3.5309134771684274,2.6657030585650423,39.51375235624076,32.45549347979197,3167.719,0.8794754127611387,0.005122802312458985,32,93.0
B0005,236,70,1.6277528915533617,24.0,3.5287226893409893,2.642986759012803,39.60170302810528,32.50017194695606,3159.077999999994,0.8767917699307696,0.004982149156549154,31,92.0
B0005,240,71,1.622125485521159,24.0,3.52625493581969,2.6311169118893036,39.687463597582074,32.50100298369444,3148.829,0.8737605584239754,0.005627406032202575,30,91.0
B0005,244,72,1.6113256603765849,24.0,3.528684324337005,2.696157404617167,39.53535075538898,32.4728927422438,3149.094,0.8679432148624366,0.010799825144574227,29,90.0
B0005,248,73,1.6065631397488385,24.0,3.525556939424901,2.6667596238241567,39.6502371632164,32.50480154634882,3140.547,0.865377875300024,0.004762520627746403,28,89.0
B0005,252,74,1.6015142233917594,24.0,3.5226805646793737,2.6403185448373043,39.69929058154853,32.51218336210202,3131.625,0.8626582682073705,0.005048916357079047,27,88.0
B0005,256,75,1.590369231400328,24.0,3.524673458789008,2.69892986372897,39.56076309770468,32.45692821941515,3121.907,0.8566549999565574,0.011144991991431485,26,87.0
B0005,260,76,1.5857889968242211,24.0,3.5213155754526824,2.6682466504352993,39.63708096307912,32.447059186431154,3122.125,0.854187849075412,0.00458023457610679,25,86.0
B0005,264,77,1.5849430707374117,24.0,3.51803386486462,2.6479207279724903,39.43977047692484,32.32889654966259,3121.672,0.853732189598637,0.0008459260868094454,24,85.0
B0005,266,78,1.5955263892495937,24.0,3.5236841955396794,2.6741633856529066,39.839022256254516,32.84488475360107,3120.86,0.8594329115068511,-0.010583318512181972,23,84.0
B0005,270,79,1.5747301747801037,24.0,3.519146638240668,2.6892528956736257,39.41794949618613,32.31731555011648,3103.828,0.8482309964083232,0.020796214469489982,22,83.0
B0005,274,80,1.5649019950937946,24.0,3.516233648608237,2.688809122993162,39.262781682151214,32.06376130177751,3095.094,0.8429370312695894,0.009828179686309113,21,82.0
B0005,278,81,1.5597659473370362,24.0,3.514773138461639,2.6743555987897745,39.47237839941986,32.21997626855924,3095.781,0.8401704907053151,0.005136047756758355,20,81.0
B0005,282,82,1.5594815668184234,24.0,3.5132992979150073,2.6430294964336345,40.037541469513684,32.7120225448885,3094.328,0.8400173086716403,0.00028438051861279234,19,80.0
B0005,286,83,1.55468935359061,24.0,3.514484830704665,2.6584858447131823,40.142730162011574,32.945022147355694,3086.531,0.8374359751414073,0.004792213227813535,18,79.0
B0005,290,84,1.5488741079890418,24.0,3.5109677353595243,2.629782173759164,40.1165626728546,32.857549597381336,3085.625,0.8343035835418966,0.0058152456015680976,17,78.0
B0005,294,85,1.538236598942558,24.0,3.5109358749578012,2.6622967647315545,39.87503330866132,32.629663328789654,3067.203,0.8285736718133292,0.010637509046483862,16,77.0
B0005,298,86,1.527914258251028,24.0,3.509393098217416,2.682380966742509,39.61961987024145,32.379859014262976,3058.157,0.8230135260370756,0.01032234069153004,15,76.0
B0005,302,87,1.5285252629756445,24.0,3.5066782411556563,2.6401894768922713,40.067324667444815,32.68215852457039,3058.812,0.8233426447360579,-0.000611004724616615,14,75.0
B0005,306,88,1.522647325284378,24.0,3.5109885623008092,2.693769409137257,40.24716716520102,32.99387423636739,3058.578,0.8201764839394088,0.005877937691266544,13,74.0
B0005,310,89,1.5174859938489869,24.0,3.510305462695178,2.695787450704935,40.30253125568348,33.04539707211165,3049.328,0.8173963242800902,0.005161331435391103,12,73.0
B0005,313,90,1.605818899130659,24.0,3.5222215314850214,2.6920548172137724,40.09418103142496,32.856295641052824,3177.219,0.8649769888680268,-0.08833290528167215,11,72.0
B0005,316,91,1.5638491446744425,24.0,3.5163492154331264,2.629071246219689,40.52238496316615,33.33950238056361,3082.937,0.8423699116610504,0.041969754456216535,10,71.0
B0005,320,92,1.5480915247767786,24.0,3.5134397623234963,2.631343871050918,40.56886357314186,33.35156485472646,3074.266,0.8338820438085877,0.015757619897663888,9,70.0
B0005,324,93,1.5323755631868592,24.0,3.515137522009075,2.6983970036642315,40.27804845768325,33.147486361012966,3066.0,0.8254166152720488,0.01571596158991939,8,69.0
B0005,328,94,1.5269528268489705,24.0,3.50830390643132,2.6338485871981514,40.2921849196155,33.007275861749356,3056.437,0.8224956494324317,0.005422736337888701,7,68.0
B0005,332,95,1.5169573017136326,24.0,3.509190808443004,2.671566207861818,40.184384347174266,32.91990812745461,3048.219,0.8171115433925789,0.009995525135337857,6,67.0
B0005,336,96,1.5118975960142693,24.0,3.5068097579555353,2.6540810507928123,40.320066232195046,32.99903328622305,3039.218,0.8143861246029738,0.005059705699363315,5,66.0
B0005,340,97,1.5065638960681105,24.0,3.50609090727422,2.656849703962618,40.336505612651585,33.03772281691292,3039.047,0.811513118362076,0.005333699946158843,4,65.0
B0005,344,98,1.5015453526671363,24.0,3.5037157727265953,2.6363048614501152,40.43267631588412,33.07740307192613,3030.375,0.8088098717121404,0.005018543400974185,3,64.0
B0005,348,99,1.4908444050400238,24.0,3.5067479961367156,2.69951692300468,40.314538591575015,33.05467981523988,3021.0,0.8030457886878684,0.01070094762711249,2,63.0
B0005,352,100,1.485868384561201,24.0,3.5058813026542324,2.698216006032282,40.386661855917744,33.11570360624461,3021.75,0.8003654470798278,0.004976020478822729,1,62.0
B0005,356,101,1.480413677976106,24.0,3.504168333530808,2.6911707598773864,40.43384612547835,33.12942148982364,3012.265,0.7974272604140161,0.00545470658509517,0,61.0
B0005,360,102,1.4752095869031632,24.0,3.5030568931470634,2.690162319231471,40.44479269068758,33.130681310493344,3002.641,0.7946240682056631,0.005204091072942729,0,60.0
B0005,364,103,1.4859035988304024,24.0,3.4982324882487936,2.6355034454892072,40.58499656066617,33.20069210329718,3012.0,0.8003844153038009,-0.010694011927239178,0,59.0
B0005,367,104,1.4960918298136696,24.0,3.5065859365661325,2.6594753656507684,40.99869158762305,33.78697527817091,3020.11,0.8058723226653155,-0.010188230983267266,0,58.0
B0005,371,105,1.4808005946928984,24.0,3.501457140697961,2.644554999824577,40.997807625227495,33.673365085761986,3002.172000000006,0.7976356737393387,0.01529123512077124,0,57.0
B0005,375,106,1.4697543268466824,24.0,3.501658387162809,2.6719601666204564,40.84213757482493,33.535818118317145,2992.703,0.79168558341158,0.011046267846215985,0,56.0
B0005,379,107,1.4539012274845928,24.0,3.4966186408455298,2.6598211033173382,40.69012464267011,33.32269982188509,2964.468,0.7831462853887025,0.015853099362089562,0,55.0
B0005,383,108,1.4541462067235693,24.0,3.4991645719433246,2.688360455508818,40.69938049882204,33.346230327490304,2983.375,0.7832782438583529,-0.00024497923897648377,0,54.0
B0005,387,109,1.455023751906683,24.0,3.496080777360074,2.6376728619288525,41.06026204078849,33.64948900485925,2975.297,0.7837509350133121,-0.0008775451831137815,0,53.0
B0005,391,110,1.449042163761236,24.0,3.4959014526387993,2.645120521151077,41.19696040482682,33.79269513542102,2974.9850000000006,0.7805289427291894,0.0059815881454470254,0,52.0
B0005,395,111,1.4386709371480566,24.0,3.49758697990267,2.698012437629632,40.84446688602949,33.52446663707275,2966.25,0.7749424644709048,0.010371226613179463,0,51.0
B0005,399,112,1.433445432156979,24.0,3.4956989619989507,2.6928942772989077,40.764203830749366,33.39042251934235,2956.359,0.7721277376203588,0.005225504991077656,0,50.0
B0005,403,113,1.4333958900838095,24.0,3.492875380810072,2.6483923655058113,41.11212504270441,33.67370212742761,2956.344,0.7721010517012333,4.954207316942849e-05,0,49.0
B0005,407,114,1.42806487344776,24.0,3.49551076423368,2.6832134764261997,41.27256611507568,33.91080564765892,2956.406,0.7692294908297354,0.005331016636049624,0,48.0
B0005,411,115,1.4229203181741186,24.0,3.4942333590450834,2.684960445221862,41.15574924454392,33.7850680599871,2947.266,0.7664583676775116,0.005144555273641327,0,47.0
B0005,415,116,1.417429032731308,24.0,3.491197414255986,2.669922120529456,41.03237216951879,33.61126807392732,2937.984,0.7635004777498812,0.005491285442810634,0,46.0
B0005,419,117,1.412409228794446,24.0,3.4889094081576237,2.664105530655056,40.937269906716935,33.45598581472246,2929.125,0.7607965521102183,0.005019803936861855,0,45.0
B0005,423,118,1.412578792940193,24.0,3.487376295811431,2.634098605983684,41.240704611971786,33.723267448788484,2928.454,0.7608878881159705,-0.00016956414574686995,0,44.0
B0005,427,119,1.4075983731469897,24.0,3.491994243745711,2.68378702970616,41.43649987692296,34.050076369857344,2929.375,0.7582051768100095,0.0049804197932032945,0,43.0
B0005,431,120,1.4333920485221476,24.0,3.491585878898649,2.660031949282934,41.16703904201915,33.889346908026745,2946.031,0.7720989824377313,-0.025793675375157976,0,42.0
B0005,433,121,1.4382550176792908,24.0,3.495576227046425,2.650011641082063,41.36216559728765,34.067648550088656,2955.438,0.7747184287655712,-0.004862969157143127,0,41.0
B0005,437,122,1.4173547174485526,24.0,3.4938988589692483,2.6936969083341418,41.02198772703674,33.75168100943646,2937.625,0.7634604477007023,0.02090030023073819,0,40.0
B0005,441,123,1.406981663677643,24.0,3.49159162968384,2.697073130067154,40.78818812957494,33.46482299584788,2929.078,0.7578729852409039,0.010373053770909468,0,39.0
B0005,445,124,1.4012037783587625,24.0,3.4885729299834787,2.6806995515145213,40.81506138506309,33.40210697922146,2918.375,0.7547607178190572,0.005777885318880571,0,38.0
B0005,449,125,1.3967008232726328,24.0,3.4869021151089825,2.6695398084864568,40.858374219876424,33.410688917712235,2919.812,0.7523351936621817,0.004502955086129745,0,37.0
B0005,453,126,1.391284788852726,24.0,3.4855485210036417,2.671695307817951,40.839876773287166,33.38984948261314,2900.422,0.7494178378216989,0.00541603441990679,0,36.0
B0005,457,127,1.3862287677978349,24.0,3.4838912547260388,2.661289185949965,40.85376069244676,33.3700433438796,2901.375,0.7466944037718938,0.005056021054891113,0,35.0
B0005,461,128,1.3804366761974138,24.0,3.483198941484065,2.667817533540102,40.74795214258888,33.27215987470977,2901.187,0.74357448411315,0.005792091600421045,0,34.0
B0005,465,129,1.3752364150256224,24.0,3.4836274447098883,2.684008069130594,40.68794001196382,33.222444215660225,2891.64,0.740773354887346,0.005200261171791398,0,33.0
B0005,469,130,1.3705128024895008,24.0,3.480172442538601,2.6585256208771644,40.7810749453613,33.26207748383125,2882.906,0.7382289732324248,0.004723612536121635,0,32.0
B0005,473,131,1.3705085566270399,24.0,3.478452148610975,2.6372250579822927,40.88159339768709,33.312029905516525,2883.265,0.7382266861916329,4.245862460949823e-06,0,31.0
B0005,477,132,1.3647355108681518,24.0,3.4785782556105507,2.6514257735606432,40.81191473576834,33.25287943255863,2882.969,0.7351170256067291,0.00577304575888804,0,30.0
B0005,481,133,1.375392016895762,24.0,3.4825195584604582,2.676384659108382,41.11793533148924,33.745054045019884,2891.656,0.7408571700903981,-0.010656506027610257,0,29.0
B0005,483,134,1.3861115151535393,24.0,3.4886823636752826,2.6949138502817815,41.248795355864885,33.88841975386692,2901.25,0.746631245442362,-0.010719498257777182,0,28.0
B0005,485,135,1.3698500035838939,24.0,3.4858502383832755,2.6973343716306273,41.16242984455477,33.7353756996425,2891.703,0.7378719555127383,0.016261511569645393,0,27.0
B0005,489,136,1.3647827949260758,24.0,3.478794177297151,2.642540259937964,41.16437554618679,33.59131052719714,2883.016,0.735142495242232,0.0050672086578180675,0,26.0
B0005,493,137,1.3543220466259964,24.0,3.4812826020756744,2.699226257883075,40.864216180205034,33.32366688599416,2873.453,0.7295077959801872,0.01046074830007937,0,25.0
B0005,497,138,1.3546417018378962,24.0,3.480352041587074,2.676480329780849,41.25434553511566,33.691961507697364,2874.031,0.7296799787853683,-0.0003196552118998053,0,24.0
B0005,501,139,1.3547039213192407,24.0,3.4781127815565127,2.642142168479886,41.45023191903855,33.887639684793655,2874.234,0.7297134934112401,-6.221948134443878e-05,0,23.0
B0005,505,140,1.349314997503458,24.0,3.4765867130506125,2.644725254926797,41.27708509224051,33.67308060941856,2864.984,0.7268107407422197,0.005388923815782709,0,22.0
B0005,509,141,1.3441891937970554,24.0,3.4733769291841643,2.632270655366611,41.064605154983276,33.411988203265814,2855.093,0.7240497181525036,0.005125803706402587,0,21.0
B0005,513,142,1.3389913790695755,24.0,3.4726366397371127,2.6391006118876117,40.99284868101728,33.29926524979532,2855.625,0.7212499067079483,0.005197814727479821,0,20.0
B0005,517,143,1.3389145230206971,24.0,3.473439372740961,2.637841830893275,41.29040553417739,33.59980731390034,2855.594,0.721208508070922,7.685604887841535e-05,0,19.0
B0005,521,144,1.3340066759761655,24.0,3.4754777099091454,2.668286095904868,41.22740227746052,33.61961195858585,2847.437,0.7185648881952921,0.004907847044531621,0,18.0
B0005,525,145,1.3286444309174914,24.0,3.4722884821666766,2.6490198126838553,41.04619550953222,33.3945201718652,2847.36,0.7156765060826296,0.005362245058674109,0,17.0
B0005,529,146,1.3231708992276219,24.0,3.471373665098864,2.664058512378051,40.85874389007758,33.16734508187535,2837.328,0.7127281792431958,0.005473531689869526,0,16.0
B0005,533,147,1.3181691588445197,24.0,3.4726160162875095,2.6883611693898826,40.79196924883506,33.10962161613893,2837.281,0.7100339835664494,0.005001740383102193,0,15.0
B0005,537,148,1.3184664436640334,24.0,3.4738146874457896,2.6869753836302124,41.14127834456325,33.46501751186519,2838.515,0.7101941165230103,-0.0002972848195137434,0,14.0
B0005,541,149,1.318293040102702,24.0,3.4701426486639693,2.6507536817766586,41.14429319149828,33.4426191014044,2828.328,0.7101007124097442,0.0001734035613314422,0,13.0
B0005,545,150,1.323872422244268,24.0,3.467523652225441,2.6646322789106516,40.66184230912503,33.037928170775885,2838.265,0.7131060557689289,-0.005579382141565947,0,12.0
B0005,548,151,1.3601216766554785,24.0,3.4767525840839255,2.6400211837268666,41.046694544970684,33.4949493613756,2864.547,0.7326317762261326,-0.03624925441121052,0,11.0
B0005,552,152,1.3395306867947354,24.0,3.4758956827369127,2.674198661305034,41.0462053156659,33.491363029025784,2846.39,0.721540405700353,0.020590989860743036,0,10.0
B0005,556,153,1.3290286565120697,24.0,3.475812179626641,2.696427051131168,40.868302643225604,33.329808599922345,2837.969,0.7158834698305493,0.01050203028266572,0,9.0
B0005,560,154,1.3236741274998955,24.0,3.4746554404904435,2.6928340297696836,40.85283588259973,33.27302769298771,2838.156,0.7129992439790138,0.005354529012174147,0,8.0
B0005,564,155,1.318633896753293,24.0,3.472301781313945,2.681747855329962,40.85270645265791,33.229879126701434,2829.843,0.7102843154047166,0.0050402307466026475,0,7.0
B0005,568,156,1.3134751321324272,24.0,3.4729305773503527,2.696791414385091,40.8263251809212,33.20860833999321,2829.625,0.7075055383642601,0.00515876462086573,0,6.0
B0005,572,157,1.3132020634442203,24.0,3.4696192030612285,2.664695973142795,40.90308836809665,33.236115055926255,2819.437,0.7073584494666222,0.0002730686882068678,0,5.0
B0005,576,158,1.3077959946944353,24.0,3.470018470757559,2.679191623358613,40.84337405460518,33.18660088296571,2819.579,0.704446461650727,0.005406068749784998,0,4.0
B0005,580,159,1.3030329186405918,24.0,3.470762691935287,2.699983457940659,40.81792110626284,33.174058099115534,2810.672,0.7018808229071344,0.004763076053843518,0,3.0
B0005,584,160,1.3033573559038205,24.0,3.468111467035994,2.666300786624286,40.946993847659506,33.253984518546055,2811.485,0.7020555815721221,-0.00032443726322872735,0,2.0
B0005,588,161,1.3034100438655642,24.0,3.4648625780221494,2.6308501373847837,41.074938058306316,33.3198093248819,2802.422,0.7020839620292978,-5.268796174373591e-05,0,1.0
B0005,592,162,1.2978870806495706,24.0,3.467864133752208,2.673348140468748,41.02476444658572,33.33765795318198,2801.625,0.699109008817086,0.005522963215993659,0,0.0
B0005,596,163,1.2980735056918902,24.0,3.464021404592563,2.632763831012711,41.06214198725253,33.29076744042025,2802.031,0.6992094269724848,-0.00018642504231958235,0,0.0
B0005,600,164,1.293463613844243,24.0,3.4664623858156745,2.6687371180046218,40.98366325567302,33.27568841807217,2793.39,0.6967263011532883,0.004609891847647152,0,0.0
B0005,604,165,1.288003392619118,24.0,3.46850906693551,2.696396337945361,40.98234242711097,33.32067807371405,2793.39,0.6937851440175622,0.005460221225125128,0,0.0
B0005,608,166,1.2874525221379407,24.0,3.466806213058136,2.6794834862925194,41.06375085817118,33.37314972896719,2792.485,0.6934884167276275,0.0005508704811771903,0,0.0
